Гастробар Rossa Presnya/Росса Пресня104 отзыва;ул. Красная Пресня 6/2с1;Краснопресненская;+7 (965) 417-05-97;неизвесно;10;4;https://www.restoclub.ru/uploads/menufile/b/f/d/1/bfd18ef2c36d814740d1c2e80fd60d19.pdf;Откроется в 12:00
Бар Слезы березы9.17 отзывов;ул. Бауманская 15;Бауманская;+7 (499) 113-44-15;неизвесно;9.1;7;https://www.restoclub.ru/uploads/menufile/c/0/5/8/c058052a2edbf3e70ac2eda6ca99a821.jpeg;Откроется в 15:00
Бар Beer&Balls/Бир энд болс9.720 отзывов;ул. Воздвиженка 4/7с2;Александровский сад;+7 (901) 417-88-14;неизвесно;9.7;20;https://www.restoclub.ru/uploads/menufile/0/d/f/5/0df5290929a29201f2e7561765e2a4a8.png;Откроется в 11:00
Кафе Grande/Гранде9.36 отзывов;ул. Остоженка 7/1;Кропоткинская;+7 (499) 110-91-70;неизвесно;9.3;6;https://www.restoclub.ru/uploads/menufile/b/f/6/8/bf688d5bfe35ab4ca31091bfc8f401ca.pdf;Сегодня до 23:00
Бар Золотой бастион105 отзывов;Люберцы, ул. 3-е Почтовое Отделение 65к1;неизвесно;+7 (901) 417-31-45;неизвесно;10;5;https://www.restoclub.ru/uploads/menufile/1/6/a/f/16af79cead146819b5212aad18653deb.xls;Откроется в 12:00
Бар Craft Republic9.03 отзыва;пер. М. Гнездниковский 9;Тверская;+7 (903) 117-40-78;неизвесно;9.0;3;https://www.restoclub.ru/uploads/menufile/6/3/f/6/63f6fb1fba8fd1f57befbbdf60dff090.jpeg;Сегодня до 00:00
Бар Parka/Парка8.35 отзывов;ул. Пятницкая 22;Новокузнецкая;+7 (926) 160-63-13;неизвесно;8.3;5;https://www.restoclub.ru/uploads/menufile/f/d/4/5/fd45447973a53e00056a5c61aaf2f5a0.pdf;Откроется в 12:00
Бар Раскол103 отзыва;ул. Новослободская 18;Менделеевская;+7 (991) 169-35-45;неизвесно;10;3;https://www.restoclub.ru/uploads/menufile/d/c/f/a/dcfaefa5f2591250971a5ba673fc2c44.pdf;Откроется в 16:00
Ресторан Riesling Boyz/Рислинг бойз103 отзыва;ул. Сретенка 16/2;Сухаревская;+7 (925) 255-33-34;неизвесно;10;3;https://www.restoclub.ru/uploads/menufile/2/6/1/a/261ab2a9fe83778780398ad35544af8a.pdf;Откроется в 12:00
Бар Wine More Bar/Вайн мо бар103 отзыва;пр. Маршала Жукова 78, к.3;Народное ополчение;+7 (495) 197-74-04;неизвесно;10;3;https://www.restoclub.ru/uploads/menufile/c/1/9/c/c19cb7109fb244ff161008019a243847.pdf;Откроется в 12:00
Кафе Дарвин Клаб9.55 отзывов;ул. Вавилова 48;Академическая;+7 (977) 321-67-68;неизвесно;9.5;5;https://www.restoclub.ru/uploads/menufile/9/7/1/9/9719685337f4cd2059dca9b79845cdd1.pdf;Сегодня до 00:00
Рюмочная Зинзивер9.82 отзыва;Покровский б-р 2/14;Китай-город;+7 (989) 573-04-78;неизвесно;9.8;2;https://www.restoclub.ru/uploads/menufile/c/c/1/4/cc14abce32d162914eb252f4d0ba09b8.pdf;Откроется в 16:00
Кафе Кампус9.96 отзывов;пр. Ленинский 146;Юго-Западная;+7 (968) 473-33-66;неизвесно;9.9;6;https://www.restoclub.ru/uploads/menufile/4/3/8/0/438017fd3ed3ff559d181f8f179978b9.pdf;Откроется в 11:00
Бар Уе!бар8.98 отзывов;ул. Маросейка 4/2 стр. 1;Китай-город;+7 (962) 950-30-70;неизвесно;8.9;8;неизвесно;Сегодня до 05:00
Ресторан Урюк103 отзыва;ул. Сущевский Вал 18а;Марьина Роща;+7 (495) 280-19-30;неизвесно;10;3;https://www.restoclub.ru/uploads/menufile/2/3/5/1/2351f3f165d3a0d8c27a0461a12e970c.pdf;Откроется в 11:00
Караоке-клуб Yard/Ярд102 отзыва;ул. Намёткина 3;Новые Черемушки;+7 (977) 697-77-07;неизвесно;10;2;https://www.restoclub.ru/uploads/menufile/1/9/8/0/19809b5106db600716f3870f43aaee47.pdf;Откроется в 20:00
Кафе Arch 1908/Арч 1908103 отзыва;пер. Ермолаевский 4;Маяковская;+7 (969) 021-67-01;неизвесно;10;3;https://www.restoclub.ru/uploads/menufile/e/e/f/5/eef5db3a792b518593980cf5c38fd19b.pdf;Откроется в 17:00
Бар Victoria & Albert/Виктория и Альберт8.69 отзывов;ул. Гризодубовой 4, корп.4;ЦСКА;+7 (499) 762-81-21;неизвесно;8.6;9;неизвесно;Откроется в 12:00
Бар Winers/Вайнерс104 отзыва;ул. Соколово-Мещерская 29;Беломорская;+7 (915) 282-00-40;неизвесно;10;4;https://www.restoclub.ru/uploads/menufile/c/6/4/5/c6451d79f2aee22e4de7836e7b12f3bf.pdf;Откроется в 13:00
Ресторанный комплекс Дом 16/Дом 169.59 отзывов;бульвар Покровский 16-18с4-4А;Китай-город;+7 (495) 085-77-16;неизвесно;9.5;9;https://www.restoclub.ru/uploads/menufile/4/4/6/5/446567a90f2bb9393f054507b2d8bef0.pdf;Откроется в 12:00
Бар Калашный102 отзыва;Калашный пер. 4/1 стр. 1;Арбатская;+7 (903) 731-81-81;неизвесно;10;2;https://www.restoclub.ru/uploads/menufile/9/2/d/2/92d2364ef38d2fdf48b8332b5d234cdc.pdf;Откроется в 12:00
Ресторан Claudia/Клаудия102 отзыва;Ленинградский проспект 37/5;Аэропорт;+7 (993) 369-37-36;неизвесно;10;2;https://www.restoclub.ru/uploads/menufile/8/9/1/b/891bb08248157f66b941bf4f22431faa.pdf;Сегодня до 23:00
Ресторан Mandarin/Мандарин9.221 отзыв;ул. Таганская 29 стр1;Марксистская;+7 (926) 388-09-30;неизвесно;9.2;21;https://www.restoclub.ru/uploads/menufile/1/4/6/1/146189e071fdea922d1d168907f223c8.pdf;Откроется в 12:00
Паб Speaker Pub/Спикер паб102 отзыва;ул. Покровка 48;Красные Ворота;+7 (926) 387-11-88;неизвесно;10;2;https://www.restoclub.ru/uploads/menufile/6/1/7/e/617e73cfadb88351b06c085e043cba34.pdf;Откроется в 12:00
Лаунж Стим Lounge Коньково/Стим лаунж Коньково9.82 отзыва;ул. Профсоюзная 142, к.1, с.1;Теплый Стан;+7 (495) 928-16-60;неизвесно;9.8;2;https://www.restoclub.ru/uploads/menufile/c/5/1/2/c512430eda720ba62b9381f089deac5c.pdf;Откроется в 12:00
Бар Too Much/Ту Мач109 отзывов;пер. М. Гнездниковский 12;Тверская;+7 (495) 629-91-91;неизвесно;10;9;неизвесно;Откроется в 12:00
Бар Bambule/Бамбуле;ул. Солянка 1/2;Китай-город;+7 (926) 653-88-05;неизвесно;неизвесно;неизвесно;https://www.restoclub.ru/uploads/menufile/f/7/d/5/f7d5c4ed40699991a039f9dbd93d835f.pdf;Откроется в 08:00
Бар Bur/Бур105 отзывов;Королев, ул. Пионерская 33А;неизвесно;+7 (798) 576-44-40;неизвесно;10;5;https://www.restoclub.ru/uploads/menufile/f/2/e/e/f2ee20b5a551e9c43c320836d822bb51.pdf;Откроется в 10:00
Ресторан ГудСтори9.06 отзывов;ул. Люблинская 64;Люблино;+7 (968) 910-30-00;неизвесно;9.0;6;https://www.restoclub.ru/uploads/menufile/3/a/0/4/3a04975585803c92f9f122782c6c2442.pdf;Откроется в 11:45
Бар Dream Bar/Дрим бар8.223 отзыва;ул. Мясницкая 17;Чистые пруды;+7 (495) 621-77-68;неизвесно;8.2;23;https://www.restoclub.ru/uploads/menufile/9/e/7/f/9e7f882f449966e589144341e4204695.pdf;Круглосуточно
Бар Киану9.914 отзывов;ул. М. Бронная 28;Тверская;+7 (495) 228-18-84;неизвесно;9.9;14;https://www.restoclub.ru/uploads/menufile/1/6/7/f/167f9e8db7b36a71ab205e01fed7c3ca.pdf;Сегодня до 06:00
Бар Лимонад Loft Bar/Лимонад Лофт Бар8.814 отзывов;ул. Дачная 1, стр. 4, корп. 1;неизвесно;+7 (929) 610-01-20;неизвесно;8.8;14;https://www.restoclub.ru/uploads/menufile/2/8/7/a/287a96dbadac2d8b137fe27aa025ff1c.pdf;Откроется в 12:00
Бар Poklonka/Поклонка102 отзыва;ул. Генерала Ермолова 4;Парк Победы;+7 (916) 325-55-92;неизвесно;10;2;https://www.restoclub.ru/uploads/menufile/7/b/a/f/7baf04f181ecbc4d35398146150a83d1.pdf;Откроется в 12:00
Бар Pharmacie/Фармаси3.960 отзывов;б-р Ходынский 20А;ЦСКА;+7 (965) 242-29-21;неизвесно;3.9;60;https://www.restoclub.ru/uploads/menufile/9/7/0/2/970244fe4cd23242c71dd383802cb424.pdf;Откроется в 10:00
Бар River One/Ривер ван8.68 отзывов;ул. Мясницкая 13с2;Чистые пруды;+7 (926) 887-85-88;неизвесно;8.6;8;https://www.restoclub.ru/uploads/menufile/2/f/c/8/2fc899c5e02c1825e88cce7ebd6b84aa.pdf;Откроется в 12:00
Паб St Peter's & St Anton8.314 отзывов;пер. Никитский 2;Охотный Ряд;+7 (495) 626-68-01;неизвесно;8.3;14;https://www.restoclub.ru/uploads/menufile/9/4/7/8/947835dbbf872901142cbbbe016a09f9.pdf;Сегодня до 00:00
Бар Хлеб и вино103 отзыва;пр-кт Вернадского д. 94/8;Юго-Западная;+7 (495) 122-00-44;неизвесно;10;3;https://www.restoclub.ru/uploads/menufile/c/6/b/a/c6ba67886f401887b3ff1366c8f453cf.pdf;Откроется в 09:00
Рюмочная Южная9.83 отзыва;ул. Большая Татарская 5;Новокузнецкая;+7 (925) 296-70-65;неизвесно;9.8;3;https://www.restoclub.ru/uploads/menufile/9/1/8/a/918aa2eb7e9c070a6bcd3d4608834f70.pdf;Откроется в 16:00
Бар Аллигатор102 отзыва;ул. Павла Корчагина 2;Алексеевская;+7 (977) 635-43-46;неизвесно;10;2;неизвесно;Откроется в 11:00
Кальянная Boho Lounge/Бохо лаунж8.920 отзывов;Дмитровское шоссе 85;Селигерская;+7 (985) 233-14-16;неизвесно;8.9;20;неизвесно;Откроется в 14:00
Бар B. R. B/Брб104 отзыва;Хорошевское шоссе 23к1;Полежаевская;+7 (495) 921-71-61;неизвесно;10;4;https://www.restoclub.ru/uploads/menufile/5/1/e/e/51ee90f234fe53c882cb74f67d1c2afc.pdf;Круглосуточно
Бар Wild Tony/Вайлд Тони102 отзыва;Ленинградский просп. 47 с2;Аэропорт;+7 (926) 573-14-20;неизвесно;10;2;неизвесно;Откроется в 11:00
Бар Друзья7.56 отзывов;ул. Ленинская Слобода 26;Автозаводская;+7 (962) 984-53-33;неизвесно;7.5;6;https://www.restoclub.ru/uploads/menufile/0/0/a/c/00acc53ba6fab6f8c135636d6708d3ba.pdf;Откроется в 11:00
Бар Everland/Еверленд102 отзыва;пер. Староваганьковский 19 стр1;Боровицкая;+7 (985) 445-55-04;неизвесно;10;2;https://www.restoclub.ru/uploads/menufile/1/e/6/e/1e6ee5d7cfb21bf71da3010fe66d432e.pdf;Откроется в 12:00
Ресторан Зойка104 отзыва;Большой Патриарший пер. 8, с.1;Пушкинская;+7 (495) 103-10-03;неизвесно;10;4;https://www.restoclub.ru/uploads/menufile/c/3/5/4/c3549358f3925c31260e84d68756311e.pdf;Откроется в 12:00
Бар Лес102 отзыва;ул. Липецкая 7а;Царицыно;+7 (495) 329-17-77;неизвесно;10;2;неизвесно;Откроется в 18:00
Ресторан Lesnoy/Лесной8.363 отзыва;ул. Лесная 20 стр. 5;Белорусская;+7 (985) 330-11-77;неизвесно;8.3;63;https://www.restoclub.ru/uploads/menufile/c/e/f/9/cef9883a6565cce45ae0e30e8ad5e61a.pdf;Сегодня до 00:00
Кальянная Mercury Lounge/Меркури лаунж109 отзывов;ул. Свободы 71, к.2;Планерная;+7 (968) 998-71-71;неизвесно;10;9;https://www.restoclub.ru/uploads/menufile/d/6/3/a/d63a992d30f1cc4f0b104fa2e36be83b.pdf;Откроется в 16:00
Караоке-клуб Мост9.84 отзыва;ул.Рождественка д.6;Кузнецкий Мост;+7 (495) 120-34-00;неизвесно;9.8;4;https://www.restoclub.ru/uploads/menufile/7/9/f/c/79fc489e0d28649ae59075a46ce9d5a0.pdf;Откроется в 18:00
Лаунж Мята Lounge Сокольники Ван Гог/Мята Лаунж Сокольники Ван Гог1014 отзывов;пл. Сокольническая 9;Сокольники;+7 (925) 834-84-48;неизвесно;10;14;https://www.restoclub.ru/uploads/menufile/6/2/f/c/62fc6cb1fcace8dcad62830bc39e7eb2.pdf;Откроется в 12:00
Ресторан Рассольников8.314 отзывов;Проспект Мира 68 стр. 1а;Рижская;+7 (905) 700-61-00;неизвесно;8.3;14;https://www.restoclub.ru/uploads/menufile/a/8/e/e/a8eed3b070992a8ea358bc766fc32783.pdf;Откроется в 12:00
 Соло9.75 отзывов;ул. Сущевская 27 с. 2;Менделеевская;+7 (499) 110-06-10;неизвесно;9.7;5;https://www.restoclub.ru/uploads/menufile/7/e/4/3/7e434e721904e7223a0b49f4a5cf894d.pdf;Откроется в 18:00
Кальянная Tangiers Lounge Arbat/Танжирс лаунж арбат9.753 отзыва;Арбат  6/2;Арбатская;+7 (925) 132-22-42;неизвесно;9.7;53;https://www.restoclub.ru/uploads/menufile/3/0/4/8/304895ae95717844302e17dcb8f658af.pdf;Откроется в 12:00
Кафе Tsingtao/Циндао9.85 отзывов;Спартаковская площадь 16/15с2;Бауманская;+7 (985) 247-70-77;неизвесно;9.8;5;https://www.restoclub.ru/uploads/menufile/3/c/2/5/3c25b32284ce3f58dcab024caec7de93.pdf;Откроется в 12:00
Кальянная HookahPlace Garden/ХукаПлейс Гарден104 отзыва;Лазоревый проезд 1А, к2;Ботанический сад;+7 (985) 187-92-44;неизвесно;10;4;https://www.restoclub.ru/uploads/menufile/7/c/f/8/7cf8c9730afb320b6a178fd996925025.png;Откроется в 14:00
Бар Чистовский9.52 отзыва;Тверская ул. 9с5;Тверская;+7 (925) 045-20-77;неизвесно;9.5;2;неизвесно;Сегодня до 00:00
Рюмочная Барка9.35 отзывов;ул. Ильинка 4;Площадь Революции;+7 (968) 043-62-96;неизвесно;9.3;5;https://www.restoclub.ru/uploads/menufile/c/a/6/5/ca6533dbc2c940262a11d8139d841887.jpeg;Откроется в 12:00
Бар Варка9.24 отзыва;ул. Александра Солженицына 1/5;Таганская;+7 (966) 384-54-04;неизвесно;9.2;4;https://www.restoclub.ru/uploads/menufile/2/8/d/c/28dc27977d9a38219fe1bdbee7b46b02.jpeg;Сегодня до 00:00
Бар Dogs In The Fog/Собаки в тумане9.33 отзыва;б-р Петровский 14;неизвесно;+7 (915) 066-16-90;неизвесно;9.3;3;https://www.restoclub.ru/uploads/menufile/d/c/4/9/dc4971990ee25bda19d95893c6d90e84.pdf;Откроется в 17:00
Бар Консерватория9.012 отзывов;Неглинная 4;Охотный Ряд;+7 (495) 783-12-34;неизвесно;9.0;12;https://www.restoclub.ru/uploads/menufile/1/2/e/8/12e86db2e1a5bc7dfa4c6a13ae500806.pdf;Сегодня до 01:00
Ресторан Ми Ли9.37 отзывов;пр. Мира 12с1;Сухаревская;+7 (926) 980-83-31;неизвесно;9.3;7;https://www.restoclub.ru/uploads/menufile/9/f/a/c/9fac42dd956d101b2e448c078f921f03.pdf;Сегодня до 00:00
Кальянная Мята Lounge Тульская/Мята лаунж тульская9.45 отзывов;Духовской переулок 17с16;Тульская;+7 (977) 138-70-07;неизвесно;9.4;5;https://www.restoclub.ru/uploads/menufile/1/2/8/1/12815c8ad863d6bd115d152855e1724d.pdf;Откроется в 12:00
Бар Пивбар Коломенское9.823 отзыва;пр. Андропова 48;Коломенская;+7 (495) 663-15-73;неизвесно;9.8;23;неизвесно;Откроется в 12:00
Спортбар F CK9.93 отзыва;ул. Земляной Вал 7;Курская;+7 (916) 913-06-45;неизвесно;9.9;3;https://www.restoclub.ru/uploads/menufile/e/5/4/e/e54ef86711b1147234fcdb3e57826892.pdf;Откроется в 14:00
Паб Harat’s Irish Pub/Харатс паб9.98 отзывов;Новый Арбат 24;Смоленская;+7 (985) 250-24-24;неизвесно;9.9;8;https://www.restoclub.ru/uploads/menufile/a/a/4/5/aa45197fd54c1be80aaba016da1c6876.pdf;Откроется в 12:00
Ресторан Аруба9.314 отзывов;ул. Народная 4 ст1;Таганская;+7 (977) 485-78-70;неизвесно;9.3;14;https://www.restoclub.ru/uploads/menufile/d/9/a/b/d9ab4c7a7993dda7681e9593d8372b55.pdf;Сегодня до 00:00
Бар Винил и вино9.66 отзывов;ул. Каретный Ряд 8;Цветной бульвар;+7 (993) 688-68-92;неизвесно;9.6;6;неизвесно;Откроется в 12:00
Бар Коробок9.43 отзыва;ул. Большая Дмитровка 7/5с2;Театральная;+7 (499) 277-00-07;неизвесно;9.4;3;неизвесно;Откроется в 18:00
Ресторан Jamamai asian kitchen & bar/Джамамаи6.337 отзывов;Дмитровское ш. 107, к.2;Селигерская;+7 (495) 032-17-00;неизвесно;6.3;37;https://www.restoclub.ru/uploads/menufile/b/0/d/2/b0d2f363bf5c86bec2cd9b1f0e90db63.pdf;Сегодня до 23:00
 Cheeky Girls/Чики гелс9.34 отзыва;ул. Пятницкая 30с1;Третьяковская;+7 (800) 200-22-18;неизвесно;9.3;4;https://www.restoclub.ru/uploads/menufile/9/1/4/1/914179b05a31cd0f846b04b4d02cb5ec.jpeg;Откроется в 20:00
Бар Стрелка6.543 отзыва;наб. Берсеневская 14 с5;Кропоткинская;+7 (495) 771-74-16;неизвесно;6.5;43;https://www.restoclub.ru/uploads/menufile/4/7/2/3/4723d63284c5e0d6d981585e94933b2d.pdf;Откроется в Ср в 10:00
Бар Geisha Superman7.926 отзывов;Тверской бульвар 7;Тверская;+7 (985) 534-62-09;неизвесно;7.9;26;https://www.restoclub.ru/uploads/menufile/a/6/5/6/a6560309d468afb13d30bf9e8e5248ef.pdf;Откроется в 17:00
Ресторан Zemlya Moscow/Земля москоу9.037 отзывов;Большой Саввинский пер. 12 с. 6;Киевская;+7 (926) 640-63-53;неизвесно;9.0;37;https://www.restoclub.ru/uploads/menufile/d/9/8/c/d98cf235a448669acf3585b707dc1251.pdf;Сегодня до 00:00
Ресторан Кокофреш9.416 отзывов;Староалексеевская 20;Алексеевская;+7 (909) 949-55-55;неизвесно;9.4;16;https://www.restoclub.ru/uploads/menufile/1/b/c/9/1bc9a46a79eea59f4c8f17523cb8ed3f.pdf;Откроется в 08:00
Ресторан Larionov Grill Bar/Ларионов Гриль Бар9.010 отзывов;Северное Чертаново 1А;Чертановская;+7 (916) 555-66-59;неизвесно;9.0;10;https://www.restoclub.ru/uploads/menufile/f/5/d/0/f5d099d15294306c6174165ad255f520.pdf;Откроется в 12:00
Ресторан Memo/Мемо7.125 отзывов;ул. Рочдельская 15 с. 35;Улица 1905 года;+7 (495) 877-37-94;неизвесно;7.1;25;https://www.restoclub.ru/uploads/menufile/e/f/4/8/ef48ef03508c9c4fece28febf7d68b79.pdf;Откроется в 12:00
Бар Method Beer & Munchies/Метод Бир и Мунхис9.15 отзывов;пер. Товарищеский 4 стр.5;Таганская;+7 (903) 163-22-43;неизвесно;9.1;5;неизвесно;Откроется в 12:00
Бар Prosecco Bar PR11/Просекко бар ПР117.218 отзывов;ул. Сретенка 7;Сретенский бульвар;+7 (967) 062-96-69;неизвесно;7.2;18;https://www.restoclub.ru/uploads/menufile/4/d/6/c/4d6ca466f5466328533e70514a32359d.pdf;Откроется в 14:00
Бар Трамвай8.53 отзыва;Шаболовка 19;Октябрьская;+7 (985) 005-59-69;неизвесно;8.5;3;https://www.restoclub.ru/uploads/menufile/2/a/1/0/2a10bf0d96aee2802a42b3353d8172ff.pdf;Откроется в 12:00
Бар For by Friends/Фор бай Френдс9.34 отзыва;3-й Автозаводский проезд 3;Автозаводская;+7 (999) 998-01-44;неизвесно;9.3;4;https://www.restoclub.ru/uploads/menufile/4/f/3/c/4f3cfa8ee5921064612f68b9db45cd7a.pdf;Откроется в 12:00
Кафе Хищnik Cтейкs & Burgers/Хищник стейкс энд бургерс9.122 отзыва;ул. Кузнецкий Мост 18/7;Кузнецкий Мост;+7 (495) 624-52-80;неизвесно;9.1;22;https://www.restoclub.ru/uploads/menufile/a/9/d/c/a9dc998672833ca6e93915f616c3fcf9.pdf;Откроется в 11:30
Лаунж Блюр9.26 отзывов;ул. Верхняя Радищевская 5;Таганская;+7 (926) 632-29-56;неизвесно;9.2;6;неизвесно;Откроется в 12:00
Бар Gonzo Lounge/Гонзо лаунж8.83 отзыва;ул. Грина 3а;Бульвар Дмитрия Донского;+7 (800) 555-25-38;неизвесно;8.8;3;https://www.restoclub.ru/uploads/menufile/6/f/0/3/6f03b96b053d8c25695b09b31dac6a69.pdf;Откроется в 12:00
Ресторан Grand Cru/Гранд Крю9.06 отзывов;ул. М. Бронная 22с2;Тверская;+7 (495) 510-65-67;неизвесно;9.0;6;https://www.restoclub.ru/uploads/menufile/8/d/b/c/8dbc8322301a8a2275b28735f9c127ad.pdf;Сегодня до 00:00
Паб Джон Донн7.918 отзывов;ул. В. Радищевская 15;Таганская;+7 (968) 665-51-00;неизвесно;7.9;18;https://www.restoclub.ru/uploads/menufile/e/6/e/e/e6ee56b71d85b37c2c1189a7889deb2e.pdf;Сегодня до 06:00
Кальянная Zavisimost`360/Зависимость 3609.13 отзыва;Зеленый просп. 62А;Новогиреево;+7 (932) 000-03-60;неизвесно;9.1;3;https://www.restoclub.ru/uploads/menufile/2/d/5/a/2d5af1fefbee8dd82bd96b7e8bfa381b.pdf;Откроется в 12:00
Бар Йорик убил Хамлета5.244 отзыва;ул. Покровка 16;Сретенский бульвар;+7 (963) 716-17-16;неизвесно;5.2;44;https://www.restoclub.ru/uploads/menufile/0/0/a/a/00aa3874f670f3dccb5fd3ee97b222bc.pdf;Откроется в 12:00
Бар Кабинет 3.149.26 отзывов;Трубная ул. 32 стр.3;Цветной бульвар;+7 (929) 560-71-65;неизвесно;9.2;6;неизвесно;Откроется в 20:00
Караоке-клуб La’room/Лярум9.226 отзывов;Проезд Якушкина 10;Отрадное;+7 (985) 997-17-16;неизвесно;9.2;26;https://www.restoclub.ru/uploads/menufile/1/2/9/0/1290cb52c368dd77850a7deca1789ea9.pdf;Откроется в 19:00
Бар Паттерна8.910 отзывов;ул. Старая Басманная 20 стр.1;Курская;+7 (925) 104-45-52;неизвесно;8.9;10;https://www.restoclub.ru/uploads/menufile/5/a/0/b/5a0b94e5a05341ce9ee5401447698b8f.jpeg;Откроется в 08:00
Бар Poolroom/Пул рум9.08 отзывов;Ул. Вешняковская 17б;Новогиреево;+7 (495) 370-06-01;неизвесно;9.0;8;https://www.restoclub.ru/uploads/menufile/b/e/d/b/bedb0d52a1859c38351cef7986315501.jpeg;Откроется в 11:00
Бар А где я?!8.96 отзывов;ул. Маршала Неделина 9;неизвесно;+7 (495) 589-96-34;неизвесно;8.9;6;https://www.restoclub.ru/uploads/menufile/f/1/c/3/f1c3c7dbef30c4aba824c7ef769c0f66.jpeg;Сегодня до 03:00
Бар Журавли8.89 отзывов;пер. Столешников 14;Тверская;+7 (925) 420-20-26;неизвесно;8.8;9;https://www.restoclub.ru/uploads/menufile/5/e/a/5/5ea50c8137bd119127c6c837200bef93.jpeg;Откроется в 18:00
Бар Постскриптум9.037 отзывов;ул. Миклухо-Маклая 42б;Беляево;+7 (495) 925-65-69;неизвесно;9.0;37;неизвесно;Сегодня до 00:00
Ресторан Проснись и пой9.02 отзыва;Минская 2г;Парк Победы;+7 (909) 999-87-79;неизвесно;9.0;2;неизвесно;Откроется в 21:00
Бар Shum/Шум8.82 отзыва;б-р. Сиреневый 25А;Щелковская;+7 (495) 179-01-79;неизвесно;8.8;2;https://www.restoclub.ru/uploads/menufile/b/f/8/0/bf80c43ac3b516752845ae8aeda55f6b.pdf;Откроется в Пт в 20:00
Бар Траппист8.548 отзывов;пер. Большой Черкасский 15-17, стр. 1;Китай-город;+7 (977) 906-78-28;неизвесно;8.5;48;https://www.restoclub.ru/uploads/menufile/2/5/9/f/259f63c15617b7c81b59cfcc85945d70.pdf;Откроется в 12:00
Ресторан Barbosco/Барбоско8.43 отзыва;Красная площадь 3;Площадь Революции;+7 (495) 627-37-03;неизвесно;8.4;3;https://www.restoclub.ru/uploads/menufile/a/8/f/b/a8fb2722cec8d5c92c2f54eb4a46f624.pdf;Откроется в 09:00
Ресторан Blanc/Бланк5.542 отзыва;Хохловский пер. 7, строение 5;Китай-город;+7 (977) 829-32-00;неизвесно;5.5;42;https://www.restoclub.ru/uploads/menufile/7/2/d/d/72dd24486ec88c4f9ebeed5c69095663.pdf;Откроется в 09:00
Бар Victoria & Albert/Виктория энд Альберт8.274 отзыва;ул. Трёхгорный вал д. 14, стр. 1;Улица 1905 года;+7 (499) 665-74-75;неизвесно;8.2;74;https://www.restoclub.ru/uploads/menufile/5/9/6/9/5969bd8167fc6104428bd915b1afb905.jpeg;Откроется в 11:00
Караоке-клуб Караоке «Ривьера»8.16 отзывов;пр. 60-летия Октября 8А;Ленинский проспект;+7 (499) 724-11-11;неизвесно;8.1;6;https://www.restoclub.ru/uploads/menufile/4/f/7/5/4f7542d28d61961f0dcb370d68c06e7b.pdf;Откроется в 12:00
Кафе Chikara/Чикара8.75 отзывов;ул. Баранова 2б;неизвесно;+7 (496) 259-08-08;неизвесно;8.7;5;https://www.restoclub.ru/uploads/menufile/2/0/1/a/201a0a6622bfb46c3686535bcad37eae.pdf;Откроется в 12:00
Лаунж Луна8.83 отзыва;ул. Ярцевская 19;неизвесно;+7 (999) 444-78-31;неизвесно;8.8;3;https://www.restoclub.ru/uploads/menufile/c/a/e/5/cae581f04005105b716e2d15afa635a1.pdf;Откроется в 12:00
Бар Martinez/Мартинез8.73 отзыва;ул. Сретенка 1;Чистые пруды;+7 (495) 760-81-92;неизвесно;8.7;3;неизвесно;Сегодня до 02:00
Ресторан Раки реки8.62 отзыва;ул. Серпуховский Вал 21/1;Тульская;+7 (495) 129-99-92;неизвесно;8.6;2;https://www.restoclub.ru/uploads/menufile/3/5/9/c/359c1f6b8dd7c57316e5601f02f2ae79.pdf;Откроется в 12:00
Паб Раковая на Новых Черемушках8.87 отзывов;ул. Новочеремушкинская 53А;Профсоюзная;+7 (495) 532-87-67;неизвесно;8.8;7;https://www.restoclub.ru/uploads/menufile/a/3/2/5/a3253565ef75620f1f460db1cabccb5c.pdf;Откроется в 12:00
Бар Эрик рыжий8.63 отзыва;Спасопесковский переулок 2/36;Смоленская;+7 (926) 857-58-47;неизвесно;8.6;3;https://www.restoclub.ru/uploads/menufile/5/9/8/0/59808e692abee87718eb088ceed9e6c5.pdf;Откроется в 12:00
Бар Babes Never Die/Бэйбс нэвэр дай8.325 отзывов;ул. 1-я Тверская-Ямская 2;Маяковская;+7 (925) 225-59-88;неизвесно;8.3;25;https://www.restoclub.ru/uploads/menufile/f/7/b/7/f7b7bc593e457f8a586dc78d5da8fd02.pdf;Откроется в 15:00
Кафе Ладо6.13 отзыва;Кривоколенный пер. 9с2;Сретенский бульвар;+7 (495) 784-82-26;неизвесно;6.1;3;https://www.restoclub.ru/uploads/menufile/3/6/4/4/3644f3a5e4d5fb595e2b27f38975d610.pdf;Откроется в 10:00
Бар Mr. Mishka/мистер мишка8.77 отзывов;ул. Сретенка 27, стр. 1;Сухаревская;+7 (495) 607-32-44;неизвесно;8.7;7;https://www.restoclub.ru/uploads/menufile/f/4/e/5/f4e51718a82ca513e7d8caee33c45c1f.pdf;Откроется в 12:00
Бар Mr. Help & Friends/Мистер Хелп энд Френдз8.715 отзывов;ул. 1-я Тверская-Ямская 27;Белорусская;+7 (495) 627-67-36;неизвесно;8.7;15;https://www.restoclub.ru/uploads/menufile/b/2/d/f/b2dfe2f74b0666dac411610aee89c145.pdf;Сегодня до 00:00
